name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
THETA-PERP,True,False,5e-05,0.1,0.1,2.3065,2.30615,2.30685,2.3065,future,,False,,THETA,False,False,2000.0,-0.0011476084273433947,-0.022731606041988858,0.00043374539145521576,7327580.03181,7327580.03181,2.383,2.2415,
THETA-0624,True,False,5e-05,0.1,0.1,2.33145,2.31065,2.31555,2.31555,future,,False,,THETA,False,False,2000.0,-0.004150180629623258,-0.018585233533949308,-0.004899116869722169,40781.67202,40781.67202,2.38655,2.2542,
TLM-PERP,True,False,5e-05,1.0,1.0,0.07525,0.0752,0.0753,0.07525,future,,False,,TLM,False,False,500.0,-0.0013271400132714001,-0.03401797175866496,0.0006648936170212766,3375287.36975,3375287.36975,0.07905,0.07235,
TLM/USD,True,False,5e-05,1.0,1.0,0.0751,0.0751,0.07535,0.0751,spot,TLM,False,USD,,False,True,500.0,-0.0033178500331785005,-0.030342156229825695,0.0,100446.27035,100446.27035,0.079,0.0722,
TLRY-0624,True,False,0.001,0.1,0.1,5.174,5.165,5.196,5.174,future,,False,,TLRY,True,False,500.0,0.0,0.04020908725371934,0.0,1170.2381,1170.2381,5.197,4.859,True
TLRY/USD,True,False,0.001,0.1,0.1,5.176,5.177,5.198,5.177,spot,TLRY,False,USD,,True,True,500.0,0.00019319938176197836,0.035607121424284856,0.00019319938176197836,389.7427,389.7427,5.209,4.869,True
TOMO-PERP,True,False,5e-05,0.1,0.1,1.1827,1.18125,1.1815,1.1815,future,,False,,TOMO,False,False,500.0,0.00025397900440230273,-0.05290581162324649,-4.2317295078498584e-05,4963653.371025,4963653.371025,1.28265,1.1418,
TOMO/USD,True,False,5e-05,0.1,0.1,1.18265,1.18155,1.1832,1.18265,spot,TOMO,False,USD,,False,True,500.0,0.0005499153976311336,-0.052932932932932934,0.0,399198.95787,399198.95787,1.2833,1.14805,
TOMO/USDT,True,False,5e-05,0.1,0.1,1.18565,1.18025,1.1856,1.1856,spot,TOMO,False,USDT,,False,True,500.0,0.005427408412483039,-0.04950495049504951,-4.2170961076202926e-05,20441.981615,20439.835206930424,1.2813,1.1494,
TONCOIN-PERP,True,False,0.0005,0.1,0.1,1.8575,1.8585,1.859,1.8585,future,,False,,TONCOIN,False,False,500.0,-0.002147651006711409,-0.006149732620320855,0.0,909591.9105,909591.9105,1.8805,1.8045,
TONCOIN/USD,True,False,0.0005,0.1,0.1,1.858,1.857,1.8575,1.8575,spot,TONCOIN,False,USD,,False,True,500.0,-0.0016124697661918839,-0.0066844919786096255,-0.00026910656620021526,1299632.44425,1299632.44425,1.8795,1.8005,
TRU-PERP,True,False,2.5e-05,1.0,1.0,0.17215,0.172025,0.1723,0.17215,future,,False,,TRU,False,False,500.0,-0.00029036004645760743,0.004375729288214702,0.0014543339150668994,1748186.82585,1748186.82585,0.177525,0.16585,
TRU/USD,True,False,2.5e-05,1.0,1.0,0.172025,0.1719,0.17245,0.172025,spot,TRU,False,USD,,False,True,500.0,0.00014534883720930232,0.005112474437627812,0.0,183405.51545,183405.51545,0.178075,0.16635,
TRU/USDT,True,False,2.5e-05,1.0,1.0,0.1724,0.17175,0.172575,0.1724,spot,TRU,False,USDT,,False,True,500.0,0.0034924330616996507,0.009515444298052993,-0.0013034033309196234,41959.2118,41954.806082761,0.1769,0.1671,
TRX-PERP,True,False,2.5e-06,1.0,1.0,0.069485,0.069465,0.069485,0.069485,future,,False,,TRX,False,False,1500.0,0.022552518303226517,-0.02848753888636443,0.0030675953661265295,148024545.21842,148024545.21842,0.07373,0.06448,
TRX-0624,True,False,2.5e-06,1.0,1.0,0.0694125,0.0694275,0.0695,0.0694275,future,,False,,TRX,False,False,1500.0,0.022948283483129512,-0.030849764439015877,0.00021609940572663426,1802408.034105,1802408.034105,0.07377,0.0645375,
TRX/BTC,True,False,1e-08,1.0,1.0,1.8e-06,1.8e-06,1.81e-06,1.8e-06,spot,TRX,False,BTC,,False,True,1500.0,0.02857142857142857,-0.03225806451612903,0.0,4.94063346,190379.9998407378,1.89e-06,1.68e-06,
TRX/USD,True,False,2.5e-06,1.0,1.0,0.0694525,0.069445,0.0694675,0.0694525,spot,TRX,False,USD,,False,True,1500.0,0.02267623780600037,-0.029688100310851874,0.0,15988515.4705325,15988515.4705325,0.0736475,0.0644975,
TRX/USDT,True,False,2.5e-06,1.0,1.0,0.06944,0.06944,0.0694825,0.06944,spot,TRX,False,USDT,,False,True,1500.0,0.022981732469063054,-0.027757359375546922,0.0,4658625.66948,4658136.513784705,0.073625,0.0644975,
TRYB-PERP,True,False,1e-05,1.0,1.0,0.06572,0.06574,0.06575,0.06574,future,,False,,TRYB,False,False,500.0,0.002134146341463415,0.0010659357393025734,0.0,97435.00241,97435.00241,0.066,0.06532,
TRYB/USD,True,False,1e-05,0.1,0.1,0.06578,0.06578,0.06579,0.06578,spot,TRYB,False,USD,,False,True,500.0,0.0007606876616461281,0.0024382810118866198,0.0,241740.964515,241740.964515,0.06586,0.06533,
TSLA-0624,True,False,0.05,0.01,0.01,907.4,907.0,909.1,907.4,future,,False,,TSLA,True,False,500.0,0.00038586626977564633,0.035017679936124105,0.0,352968.793,352968.793,908.85,847.4,True
TSLA/BTC,True,False,2.5e-06,0.01,0.01,0.0235525,0.0235275,0.0236,0.0235525,spot,TSLA,False,BTC,,True,True,500.0,0.0022340425531914895,0.03300438596491228,0.0,0.489217975,18851.290782171494,0.0235725,0.0219925,True
TSLA/DOGE,True,False,1.0,0.01,0.01,6917.0,6933.0,6955.0,6933.0,spot,TSLA,False,DOGE,,True,True,500.0,0.002313141535347694,0.048548094373865695,0.00014425851125216387,102517.17,13402.8989980053,6943.0,6525.0,True
TSLA/USD,True,False,0.05,0.01,0.01,909.85,908.0,909.4,909.4,spot,TSLA,False,USD,,True,True,500.0,0.0011559420928056365,0.036235186873290796,-0.0004945870198384349,823548.9865,823548.9865,909.85,845.65,True
TSM-0624,True,False,0.05,0.005,0.005,93.85,93.2,93.65,93.65,future,,False,,TSM,True,False,500.0,0.0010689470871191875,0.010793308148947653,0.0010689470871191875,11017.02025,11017.02025,93.85,91.0,True
TSM/USD,True,False,0.05,0.005,0.005,93.8,93.6,93.85,93.8,spot,TSM,False,USD,,True,True,500.0,0.0,0.0048205677557579,0.0,1849.468,1849.468,94.2,91.35,True
TULIP-PERP,True,False,0.0025,0.1,0.1,8.8675,8.9175,8.9225,8.9175,future,,False,,TULIP,False,False,500.0,0.0033755274261603376,-0.017084596307522733,0.0033755274261603376,151547.22175,151547.22175,9.32,8.7325,
TULIP/USD,True,False,0.0025,0.1,0.1,8.92,8.905,8.91,8.91,spot,TULIP,False,USD,,False,True,500.0,0.0022497187851518562,-0.017911270322402865,0.0,43732.0725,43732.0725,9.1925,8.7025,
TWTR-0624,True,False,0.005,0.05,0.05,49.07,49.07,49.25,49.07,future,,False,,TWTR,True,False,500.0,-0.0018307567127746134,0.00925545043192102,0.0,6043.83425,6043.83425,50.1,48.62,True
TWTR/USD,True,False,0.005,0.05,0.05,49.31,49.28,49.31,49.31,spot,TWTR,False,USD,,True,True,500.0,0.0016250253910217347,0.0033574117407671176,0.0,24238.73475,24238.73475,49.69,48.845,True
UBER-0624,True,False,0.005,0.05,0.05,30.29,30.41,30.525,30.41,future,,False,,UBER,True,False,500.0,0.0009874917709019092,-0.03735359290914846,0.000164446637066272,555.573,555.573,31.735,29.6,True
UBER/USD,True,False,0.005,0.05,0.05,30.07,30.39,30.49,30.39,spot,UBER,False,USD,,True,True,500.0,0.0008233163181294253,-0.035391207744802415,0.0,226.70075,226.70075,31.72,29.58,True
UBXT/USD,True,False,5e-06,1.0,1.0,0.01152,0.01152,0.01161,0.01152,spot,UBXT,False,USD,,False,True,500.0,0.0,-0.033962264150943396,0.0,3488.97638,3488.97638,0.011955,0.01152,
UBXT/USDT,True,False,5e-06,1.0,1.0,0.0116,0.01152,0.01163,0.0116,spot,UBXT,False,USDT,,False,True,500.0,0.001294777729823047,-0.030100334448160536,0.0,30676.059415,30672.838428761424,0.012,0.01149,
UMEE/USD,True,False,1e-05,10.0,10.0,0.0604,0.06027,0.06043,0.0604,spot,UMEE,False,USD,,False,True,500.0,-0.004778381941011699,0.009021049114600735,0.0,499810.7445,499810.7445,0.06118,0.05842,
UNI-PERP,True,False,0.001,0.1,0.1,6.915,6.913,6.914,6.914,future,,False,,UNI,False,False,500.0,-0.005895039539899353,-0.028113578858588697,0.00014465499783017504,7191755.7798,7191755.7798,7.19,6.638,
UNI-0624,True,False,0.001,0.1,0.1,6.966,6.922,6.924,6.924,future,,False,,UNI,False,False,500.0,-0.005315328257434276,-0.02752808988764045,-0.0017301038062283738,34062.3969,34062.3969,7.2,6.666,
UNI/BTC,True,False,5e-08,0.05,0.05,0.00017975,0.00017935,0.00017975,0.00017975,spot,UNI,False,BTC,,False,True,500.0,0.0005566379070414695,-0.023628462791960892,-0.00027808676307007786,0.0731689175,2819.455969517916,0.00018625,0.00017395,
UNI/USD,True,False,0.001,0.1,0.1,6.915,6.913,6.916,6.915,spot,UNI,False,USD,,False,True,500.0,-0.006179936763437769,-0.02756293067079173,0.0,2226381.4239,2226381.4239,7.184,6.643,
UNI/USDT,True,False,0.001,0.05,0.05,6.931,6.912,6.921,6.921,spot,UNI,False,USDT,,False,True,500.0,-0.004745470232959448,-0.0263083849184018,0.0,177189.5279,177170.9229995705,7.186,6.64,
UNISWAP-PERP,True,False,25.0,0.0001,0.0001,38775.0,38750.0,38825.0,38775.0,future,,False,,UNISWAP,False,False,500.0,0.002585649644473174,0.027152317880794703,0.0,215751.265,215751.265,39425.0,37700.0,
UNISWAP-0624,True,False,25.0,0.0001,0.0001,39425.0,39250.0,39550.0,39425.0,future,,False,,UNISWAP,False,False,500.0,0.0006345177664974619,0.026692708333333332,0.0,17089.2975,17089.2975,40000.0,38300.0,
USDT-PERP,True,False,0.0001,1.0,1.0,0.9999,0.9999,1.0,0.9999,future,,False,,USDT,False,False,5000.0,0.0,0.0,0.0,3398578.9496,3398578.9496,1.0,0.9999,
USDT-0624,True,False,0.0001,1.0,1.0,0.9984,0.9984,0.9985,0.9984,future,,False,,USDT,False,False,5000.0,0.0,0.0,0.0,382.4084,382.4084,0.9985,0.9984,
USDT/USD,True,False,0.0001,0.01,0.01,1.0001,1.0,1.0001,1.0001,spot,USDT,False,USD,,False,True,5000.0,0.0,0.0001,0.0001,43333378.876385,43333378.876385,1.0001,1.0,
USO-0624,True,False,0.005,0.01,0.01,77.925,77.785,78.07,77.925,future,,False,,USO,True,False,500.0,0.0,0.006197946930079411,0.0,39601.1218,39601.1218,78.44,74.85,True
USO/USD,True,False,0.005,0.01,0.01,77.84,77.75,77.925,77.84,spot,USO,False,USD,,True,True,500.0,-0.0012830382345393892,0.0049057578104828295,0.0,19878.67555,19878.67555,78.41,74.735,True
UST-PERP,True,False,0.0001,1.0,1.0,0.9999,0.9999,1.0,0.9999,future,,False,,UST,False,False,500.0,0.0,0.00020006001800540162,0.0,888495.8662,888495.8662,1.0002,0.9997,
UST/USD,True,False,0.0001,1.0,1.0,0.9999,0.9998,0.9999,0.9999,spot,UST,False,USD,,False,True,500.0,0.0,0.0,0.0,12168224.334,12168224.334,1.0,0.9998,
UST/USDT,True,False,0.0001,1.0,1.0,0.9999,0.9998,0.9999,0.9999,spot,UST,False,USDT,,False,True,500.0,0.0,-0.0001,0.0,2197527.7044,2197296.963991038,1.0,0.9998,
VET-PERP,True,False,5e-06,1.0,1.0,0.047675,0.047665,0.047675,0.047675,future,,False,,VET,False,False,1000.0,-0.00010486577181208053,-0.02255253716043055,0.0005246589716684155,15237505.615595,15237505.615595,0.049845,0.045725,
VGX/USD,True,False,0.00025,1.0,1.0,1.12125,1.12,1.1225,1.12125,spot,VGX,False,USD,,False,True,500.0,0.006960035922766053,-0.06445556946182729,0.0013395847287340924,852150.99925,852150.99925,1.2235,1.0855,
WAVES-PERP,True,False,0.0005,0.5,0.5,12.4975,12.4995,12.5025,12.4995,future,,False,,WAVES,False,False,500.0,0.004258225203872574,-0.05346257241300973,0.0005202913631633715,39647883.132,39647883.132,13.5235,12.035,
WAVES-0624,True,False,0.0005,0.5,0.5,11.874,11.9145,11.946,11.9145,future,,False,,WAVES,False,False,500.0,0.00535819762045397,-0.05687485157919734,0.0012184873949579833,474959.78275,474959.78275,12.9075,11.4875,
WAVES/USD,True,False,0.0005,0.5,0.5,12.5255,12.5065,12.5305,12.5255,spot,WAVES,False,USD,,False,True,500.0,0.005377854476863186,-0.05109848484848485,0.001639344262295082,271249.292,271249.292,13.5285,12.079,
WBTC/BTC,True,False,0.0001,0.0001,0.0001,1.0006,1.0006,1.0007,1.0006,spot,WBTC,False,BTC,,False,True,500.0,-9.9930048965724e-05,9.995002498750625e-05,0.0,187.91145286,7240889.7877560025,1.0013,1.0004,
WBTC/USD,True,False,1.0,0.0001,0.0001,38521.0,38545.0,38584.0,38545.0,spot,WBTC,False,USD,,False,True,500.0,-0.0020453603976801986,-0.0012178689883913765,0.0,3652084.7017,3652084.7017,39141.0,38064.0,
WFLOW/USD,True,False,0.0005,0.1,0.1,4.66,4.6165,4.637,4.637,spot,WFLOW,False,USD,,False,True,500.0,-0.004935622317596567,-0.023069630253871272,0.0,38419.0768,38419.0768,4.778,4.4135,
WNDR/USD,True,False,0.00025,1.0,1.0,0.8315,0.8125,0.83175,0.8315,spot,WNDR,False,USD,,True,True,500.0,0.02401477832512315,-0.05296127562642369,0.0,104.46925,104.46925,0.8975,0.8115,True
WRX/USD,True,False,1e-05,1.0,1.0,0.50842,0.5081,0.50967,0.50842,spot,WRX,False,USD,,False,True,500.0,-0.01608189963810888,-0.013963771769908071,0.0,112628.61085,112628.61085,0.55,0.49361,
WRX/USDT,True,False,1e-05,1.0,1.0,0.51228,0.50766,0.50972,0.50972,spot,WRX,False,USDT,,False,True,500.0,-0.013222340528506437,-0.008943848187898585,0.00047106854047263875,34712.82512,34709.1802733624,0.55096,0.49335,
WSB-0624,True,False,0.05,0.001,0.001,969.55,959.1,966.1,966.1,future,,False,,WSB,True,False,500.0,-0.0017049857917850685,-0.007295519934237567,0.0,0.0,0.0,977.5,943.0,True
XAUT-PERP,True,False,0.1,0.01,0.01,1874.2,1871.3,1873.5,1873.5,future,,False,,XAUT,False,False,500.0,0.001282667949334616,-0.012752279074669337,0.0,1828021.232,1828021.232,1897.9,1856.1,
XAUT-0624,True,False,0.1,0.01,0.01,1879.6,1878.6,1885.1,1879.6,future,,False,,XAUT,False,False,500.0,0.0,-0.015710096355257646,0.0,1119.922,1119.922,1909.7,1878.7,
XAUT/USD,True,False,0.1,0.0001,0.0001,1869.5,1869.5,1871.9,1869.5,spot,XAUT,False,USD,,False,True,500.0,-0.0018153665438624593,-0.012987698643155061,0.0,318167.36692,318167.36692,1895.3,1867.8,
XAUT/USDT,True,False,0.1,0.0001,0.0001,1877.3,1866.1,1877.4,1877.3,spot,XAUT,False,USDT,,False,True,500.0,0.0,-0.009653935429415488,0.0,69241.57521,69234.30484460296,1895.6,1849.2,
XEM-PERP,True,False,5e-05,1.0,1.0,0.09205,0.092,0.09205,0.09205,future,,False,,XEM,False,False,500.0,-0.0032485110990795887,0.028491620111731845,0.0,2892983.4386,2892983.4386,0.09475,0.08825,
XLM-PERP,True,False,2.5e-05,1.0,1.0,0.172825,0.1728,0.172825,0.172825,future,,False,,XLM,False,False,1000.0,-0.005037420840529648,-0.02234478857304483,-0.00028922631959508316,6764627.718325,6764627.718325,0.1778,0.17035,
XMR-PERP,True,False,0.01,0.01,0.01,199.57,199.58,199.59,199.58,future,,False,,XMR,False,False,500.0,0.0086420377015212,-0.06322459516545412,0.0025619128949615714,19650821.3214,19650821.3214,216.57,195.77,
XRP-PERP,True,False,2.5e-05,1.0,1.0,0.616575,0.616525,0.616575,0.616575,future,,False,,XRP,False,False,5000.0,0.0010146927510349866,0.012937407589945786,0.0008115894980318955,85629593.444925,85629593.444925,0.6312,0.598375,
XRP-0624,True,False,2.5e-05,1.0,1.0,0.61995,0.618925,0.619225,0.619225,future,,False,,XRP,False,False,5000.0,0.001415056197946147,0.013585955722879241,0.0011721907841552143,492454.7429,492454.7429,0.633825,0.60115,
XRP/BTC,True,False,1e-08,1.0,1.0,1.598e-05,1.598e-05,1.599e-05,1.598e-05,spot,XRP,False,BTC,,False,True,5000.0,0.0018808777429467085,0.013959390862944163,0.0,30.27858689,1166740.5432857117,1.618e-05,1.565e-05,
XRP/JPY,True,False,0.01,1.0,1.0,80.56,80.14,80.37,80.37,spot,XRP,False,JPY,,False,True,5000.0,-0.00024878716258241074,0.016569693903364532,0.0008717310087173101,441248.48,3397.613296,82.2,78.01,
XRP/USD,True,False,2.5e-05,1.0,1.0,0.61605,0.616325,0.61645,0.616325,spot,XRP,False,USD,,False,True,5000.0,0.0007306677491374061,0.012901105222071572,0.0007306677491374061,32438558.0876,32438558.0876,0.630975,0.5982,
XRP/USDT,True,False,2.5e-05,1.0,1.0,0.6155,0.616275,0.616425,0.616275,spot,XRP,False,USDT,,False,True,5000.0,0.0004464285714285714,0.013485178637503597,0.00016229155678175843,6392670.914125,6391999.683679017,0.630525,0.598325,
XTZ-PERP,True,False,0.0001,0.001,0.001,2.4962,2.4955,2.4964,2.4962,future,,False,,XTZ,False,False,1000.0,0.001243431871966628,-0.035583201329057686,0.00032058988538911595,9482092.7044983,9482092.7044983,2.6085,2.3914,
XTZ-0624,True,False,0.0001,0.001,0.001,2.4868,2.4999,2.5068,2.4999,future,,False,,XTZ,False,False,1000.0,0.0009609609609609609,-0.03753753753753754,0.0006003842459173872,29131.7117497,29131.7117497,2.61,2.4045,
YFI-PERP,True,False,5.0,0.001,0.001,17130.0,17130.0,17140.0,17130.0,future,,False,,YFI,False,False,2000.0,-0.004359197907585004,0.00322108345534407,0.00029197080291970805,4608125.79,4608125.79,17390.0,16640.0,
YFI-0624,True,False,5.0,0.001,0.001,17135.0,16900.0,17065.0,17065.0,future,,False,,YFI,False,False,2000.0,-0.0037945125510799767,0.0014671361502347417,0.0,307.36,307.36,17170.0,16570.0,
YFI/BTC,True,False,0.00025,0.001,0.001,0.4465,0.44425,0.446,0.446,spot,YFI,False,BTC,,False,True,2000.0,0.0016844469399213925,0.003374578177727784,0.0,0.043171,1663.5306058758893,0.45075,0.43375,
YFI/USD,True,False,5.0,0.001,0.001,17135.0,17140.0,17150.0,17140.0,spot,YFI,False,USD,,False,True,2000.0,-0.0034883720930232558,0.0017533606078316774,0.0002918004085205719,3490535.115,3490535.115,17395.0,16640.0,
YFI/USDT,True,False,5.0,0.001,0.001,17170.0,17125.0,17170.0,17170.0,spot,YFI,False,USDT,,False,True,2000.0,-0.003193033381712627,0.004387247733255338,0.0,41738.155,41733.772493725,17370.0,16665.0,
YFII-PERP,True,False,0.25,0.001,0.001,1464.5,1464.0,1466.0,1464.5,future,,False,,YFII,False,False,500.0,-0.002723867892407218,-0.056226840663766715,0.0005123825789923143,466001.2395,466001.2395,1563.75,1446.75,
YFII/USD,True,False,0.25,0.001,0.001,1466.5,1465.25,1468.0,1466.5,spot,YFII,False,USD,,False,True,500.0,-0.0006814310051107325,-0.05478569126651627,0.0,2549.05625,2549.05625,1564.25,1444.25,
YGG/USD,True,False,0.00025,1.0,1.0,1.393,1.38925,1.393,1.393,spot,YGG,False,USD,,False,True,500.0,-0.0026848040093073204,-0.06604089842440496,0.0,18912.36975,18912.36975,1.50475,1.34675,
ZEC-PERP,True,False,0.01,0.05,0.05,123.23,123.22,123.27,123.23,future,,False,,ZEC,False,False,1000.0,-0.01083641033873816,-0.008289071302108483,-0.0014585527915079814,14743508.5045,14743508.5045,125.9,115.65,
ZIL-PERP,True,False,1e-05,10.0,10.0,0.06985,0.06984,0.06985,0.06985,future,,False,,ZIL,False,False,500.0,-0.00512747471870104,-0.051595383570943655,0.00028640985249892595,34060456.0555,34060456.0555,0.07509,0.06706,
ZM-0624,True,False,0.05,0.005,0.005,105.05,104.65,105.1,105.05,future,,False,,ZM,True,False,500.0,0.0,0.05471887550200803,0.0,25246.64075,25246.64075,105.05,98.35,True
ZM/USD,True,False,0.01,0.01,0.01,104.2,104.71,105.03,104.71,spot,ZM,False,USD,,True,True,500.0,0.004798004030323385,0.0471,0.001051625239005736,3204.999,3204.999,105.05,98.46,True
ZRX-PERP,True,False,0.00025,1.0,1.0,0.71425,0.714,0.71425,0.71425,future,,False,,ZRX,False,False,500.0,-0.0038354253835425384,-0.017537826685006877,0.0007005253940455342,21294655.775,21294655.775,0.7775,0.688,
ZRX/USD,True,False,0.00025,1.0,1.0,0.713,0.71425,0.715,0.71425,spot,ZRX,False,USD,,False,True,500.0,-0.004182642035552457,-0.018550326348333906,-0.002792321116928447,547395.131,547395.131,0.777,0.689,
ADABEAR/USD,True,False,1e-08,10000000.0,10000000.0,1e-08,1e-08,1e-08,1e-08,spot,ADABEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
ADABULL/USD,True,False,0.0025,0.01,0.01,8.25,8.2325,8.2725,8.25,spot,ADABULL,True,USD,,False,True,500.0,-0.013157894736842105,-0.039301310043668124,0.0,28529.35585,28529.35585,8.755,7.7825,
ADAHALF/USD,True,False,2.5,1e-06,1e-06,36797.5,36487.5,36560.0,36560.0,spot,ADAHALF,True,USD,,False,True,500.0,-0.0024556616643929058,-0.006859083191850595,0.0003420206580477461,3.1277875,3.1277875,39035.0,36197.5,
ADAHEDGE/USD,True,False,0.001,0.01,0.01,8.309,8.156,8.197,8.197,spot,ADAHEDGE,True,USD,,False,True,500.0,0.004165135366899424,0.011725499876573686,0.0,0.0,0.0,8.323,8.03,
ALGOBEAR/USD,True,False,1e-08,1000000000000.0,1000000000000.0,1e-08,,,,spot,ALGOBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ALGOBULL/USD,True,False,1e-08,1000000.0,1000000.0,5e-08,5e-08,6e-08,5e-08,spot,ALGOBULL,True,USD,,False,True,500.0,0.0,0.0,0.0,280.6,280.6,5e-08,5e-08,
ALGOHALF/USD,True,False,0.5,1e-05,1e-05,13137.5,13100.0,13147.5,13137.5,spot,ALGOHALF,True,USD,,False,True,500.0,-0.0006465845123992089,0.008172818663187783,0.0,586.566235,586.566235,13447.0,12769.0,
ALGOHEDGE/USD,True,False,0.005,0.001,0.001,50.04,51.5,51.785,51.5,spot,ALGOHEDGE,True,USD,,False,True,500.0,0.010596546310832025,-0.025082820634169428,0.0,150.5928,150.5928,54.6,49.04,
ALTBEAR/USD,True,False,1e-08,10000.0,10000.0,2.157e-05,2.159e-05,2.183e-05,2.159e-05,spot,ALTBEAR,True,USD,,False,True,500.0,0.0009272137227630969,-0.0023105360443622922,-0.0018492834026814608,20188.9455,20188.9455,2.343e-05,2.083e-05,
ALTBULL/USD,True,False,0.001,0.1,0.1,2.381,2.371,2.386,2.381,spot,ALTBULL,True,USD,,False,True,500.0,0.0,-0.00459866220735786,0.0,39113.3186,39113.3186,2.463,2.204,
ALTHALF/USD,True,False,1.0,1e-05,1e-05,18869.0,18668.0,18714.0,18714.0,spot,ALTHALF,True,USD,,False,True,500.0,-0.0005340739158299509,-0.001653774339823953,0.00021378941742383753,0.0,0.0,18869.0,18480.0,
ALTHEDGE/USD,True,False,0.01,0.001,0.001,110.29,109.52,110.02,110.02,spot,ALTHEDGE,True,USD,,False,True,500.0,0.0006366530241018644,0.003099927060539752,-0.00036343812465927677,126.88428,126.88428,112.38,108.6,
ASDBEAR/USD,True,False,1e-08,10000.0,10000.0,3.15e-06,3.15e-06,3.22e-06,3.15e-06,spot,ASDBEAR,True,USD,,False,True,500.0,0.0,-0.0625,0.0,175.5535,175.5535,3.36e-06,3.14e-06,
ASDBEAR/USDT,True,False,1e-08,10000.0,10000.0,3.31e-06,3.15e-06,3.22e-06,3.22e-06,spot,ASDBEAR,True,USDT,,False,True,500.0,0.003115264797507788,-0.027190332326283987,0.0,0.0,0.0,3.31e-06,3.19e-06,
ASDBULL/USD,True,False,1e-05,10.0,10.0,0.02841,0.02635,0.02862,0.02841,spot,ASDBULL,True,USD,,False,True,500.0,0.0,0.060074626865671645,0.0,97.3321,97.3321,0.02841,0.0268,
ASDBULL/USDT,True,False,1e-05,10.0,10.0,0.02827,0.02646,0.02862,0.02827,spot,ASDBULL,True,USDT,,False,True,500.0,0.0,0.029497450837581936,0.0,562.2903,562.2312595185,0.02827,0.02746,
ASDHALF/USD,True,False,1.0,1e-05,1e-05,14840.0,14110.0,14221.0,14221.0,spot,ASDHALF,True,USD,,False,True,500.0,0.00021100014066676045,0.008081094492096123,0.0,0.0,0.0,14840.0,14105.0,
ASDHEDGE/USD,True,False,0.005,0.001,0.001,68.415,68.78,71.18,68.78,spot,ASDHEDGE,True,USD,,False,True,500.0,-0.0012342989907790606,-0.012916188289322618,0.005335087334648834,0.0,0.0,69.74,68.415,
ATOMBEAR/USD,True,False,1e-08,100000000.0,100000000.0,1e-08,,2e-08,,spot,ATOMBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ATOMBULL/USD,True,False,1e-07,100.0,100.0,0.0003853,0.0003851,0.0003861,0.0003853,spot,ATOMBULL,True,USD,,False,True,500.0,-0.02579013906447535,-0.059326171875,0.0,30096.63807,30096.63807,0.0004251,0.0003495,
ATOMHALF/USD,True,False,1.0,1e-05,1e-05,22084.0,20802.0,20865.0,20865.0,spot,ATOMHALF,True,USD,,False,True,500.0,-0.005244338498212158,-0.010762374359946899,0.0001438021282714984,0.0,0.0,22084.0,20565.0,
ATOMHEDGE/USD,True,False,0.0025,0.01,0.01,16.5475,16.5975,16.68,16.5975,spot,ATOMHEDGE,True,USD,,False,True,500.0,0.004995458673932788,0.01622531761824583,0.0,3632.4711,3632.4711,17.07,16.14,
BALBEAR/USD,True,False,1e-08,100000.0,100000.0,2.06e-06,1.79e-06,1.85e-06,1.85e-06,spot,BALBEAR,True,USD,,False,True,500.0,-0.04145077720207254,-0.005376344086021506,0.0,0.0,0.0,2.09e-06,1.76e-06,
BALBEAR/USDT,True,False,1e-08,100000.0,100000.0,2.36e-06,1.79e-06,1.85e-06,1.85e-06,spot,BALBEAR,True,USDT,,False,True,500.0,-0.04145077720207254,-0.005376344086021506,0.0,0.0,0.0,2.24e-06,1.76e-06,
BALBULL/USD,True,False,1e-06,100.0,100.0,0.002381,0.00242,0.002516,0.00242,spot,BALBULL,True,USD,,False,True,500.0,0.01637967240655187,0.0070744902205576365,0.0024855012427506215,1619.2397,1619.2397,0.002525,0.0021135,
BALBULL/USDT,True,False,1e-06,100.0,100.0,0.002353,0.00242,0.002516,0.00242,spot,BALBULL,True,USDT,,False,True,500.0,0.04310344827586207,0.008333333333333333,0.002070393374741201,6964.25815,6963.52690289425,0.002524,0.002069,
BALHALF/USD,True,False,0.5,1e-05,1e-05,10782.0,10060.5,10173.5,10173.5,spot,BALHALF,True,USD,,False,True,500.0,0.005534964170990858,-0.0009329274280663851,0.0,0.0,0.0,10468.0,9921.0,
BALHEDGE/USD,True,False,0.01,0.001,0.001,74.14,69.56,71.95,71.95,spot,BALHEDGE,True,USD,,False,True,500.0,-0.013978347265999726,-0.0018035516093229745,0.0,0.0,0.0,74.14,70.79,
BCHBEAR/USD,True,False,5e-08,1000.0,1000.0,0.00016705,0.0001671,0.0001707,0.0001671,spot,BCHBEAR,True,USD,,False,True,500.0,0.000299311583358276,-0.01561119293078056,0.000299311583358276,2506.4828,2506.4828,0.00017555,0.00016295,
